V,T,O2,N2,H2,CO2,CO,AR,POL,O2_pressure,RAS,VDL,NML,plavka_NMZ,plavka_NAPR_ZAD,plavka_TIPE_FUR,plavka_ST_FURM,plavka_TIPE_GOL,plavka_ST_GOL,TST,C,NPLV
228420.5,785.4166870117188,9.0600004196167,78.13999938964844,0.0,11.210000038146973,0.6100000143051147,0.9800000190734864,7.067595108695652,13.179977416992188,74.2241847826087,4,К   ,С255           ,МНЛЗ,цилиндрическая,11,5 сопловая          ,11,1690,0.06,510008
218263.34375,846.875,5.349999904632568,77.19000244140625,0.0,15.479999542236328,0.9800000190734864,0.9900000095367432,4.7590828924162265,14.0625,68.27513227513228,4,К   ,С255           ,МНЛЗ,цилиндрическая,12,5 сопловая          ,12,1683,0.09699999999999999,510009
224227.078125,831.5972290039062,8.699999809265138,79.63999938964844,0.0199999995529651,9.970000267028807,0.6499999761581421,1.0099999904632568,4.080234782608696,13.78038215637207,72.27043478260869,4,К   ,Ст3пс/Э        ,Изл,цилиндрическая,13,5 сопловая          ,13,1662,0.091,510010
222048.546875,826.0416870117188,0.0,47.0,0.0599999986588954,23.309999465942386,28.959999084472656,0.6800000071525574,11.18,13.917824745178224,77.0,4,К   ,Св-08А.z02     ,Изл,цилиндрическая,14,5 сопловая          ,14,1609,0.41,510011
225359.796875,809.7222290039062,6.050000190734862,79.95999908447266,0.0199459455001193,12.289999961853027,0.699999988079071,0.9800000190734864,5.0,13.8671875,62.0,4,К   ,SC2M/ЭТ        ,МНЛС,цилиндрическая,15,5 сопловая          ,15,1682,0.12,510012
226384.640625,835.0694580078125,5.8499999046325675,79.83999633789062,0.0215894034909491,12.539999961853027,0.7900000214576721,0.959999978542328,8.997390243902439,15.292244911193848,67.20304878048779,4,К   ,SC2M/ЭТ        ,МНЛС,цилиндрическая,16,5 сопловая          ,16,1642,0.091,510013
222256.953125,699.3055419921875,0.0,31.1299991607666,0.1400000005960464,18.51000022888184,49.7400016784668,0.4900000095367431,9.33,15.632234573364258,73.0,13,КП  ,SC2M/ЭТ        ,МНЛС,цилиндрическая,17,5 сопловая          ,17,1646,0.061,510014
231940.296875,851.3888549804688,0.0,31.1299991607666,0.1400000005960464,18.51000022888184,49.7400016784668,0.4900000095367431,6.12,15.747974395751953,69.0,4,К   ,SC2M/ЭТ        ,МНЛС,цилиндрическая,18,5 сопловая          ,18,1646,0.10300000000000001,510015
229834.890625,819.4444580078125,0.0,62.61000061035156,0.0299999993294477,23.21999931335449,13.350000381469727,0.7900000214576721,7.787402108433735,15.769675254821776,75.24623493975903,4,К   ,SC2M/ЭТ        ,МНЛС,цилиндрическая,19,5 сопловая          ,19,1712,0.067,510016
226384.640625,891.3194580078125,0.0,61.86999893188477,0.1199999973177909,25.09000015258789,12.140000343322756,0.7799999713897705,8.337977883096366,15.805845260620115,72.17061611374406,4,К   ,Ш2.1           ,МНЛЗ,цилиндрическая,20,5 сопловая          ,20,1587,1.0,510017
230940.109375,722.9166870117188,4.5,75.16999816894531,0.0,18.65999984741211,0.7200000286102295,0.9399999976158142,7.48,15.78414249420166,73.0,4,К   ,Ш2.1           ,МНЛЗ,цилиндрическая,21,5 сопловая          ,21,1634,0.48200000000000004,510018
230136.828125,835.7638549804688,0.0,73.02999877929688,0.0199999995529651,24.1200008392334,1.940000057220459,0.8999999761581421,6.55,15.743452787399292,64.0,61,КШС8,Ш2.1           ,МНЛЗ,цилиндрическая,22,5 сопловая          ,22,1605,0.484,510019
229734.140625,848.9583740234375,0.0,68.69000244140625,0.0099999997764825,27.059999465942386,3.3499999046325684,0.8999999761581421,7.22,15.639467239379885,63.0,13,КП  ,Ст3пс/Э        ,Изл,цилиндрическая,23,5 сопловая          ,23,1606,0.107,510020
228319.140625,898.9583129882812,0.0,58.43999862670898,0.1099999994039535,27.11000061035156,13.56999969482422,0.7699999809265137,8.56696330991413,15.769675254821776,73.24512099921938,4,К   ,Ш2.1           ,МНЛЗ,цилиндрическая,24,5 сопловая          ,24,1607,0.45899999999999996,510021
226282.359375,783.6805419921875,9.149999618530273,79.55999755859375,0.0299999993294477,9.550000190734863,0.7200000286102295,0.9900000095367432,9.58,15.762442588806152,65.0,4,К   ,SC2/ЭТ         ,МНЛС,цилиндрическая,25,5 сопловая          ,25,1647,0.073,510022
229229.78125,681.25,7.230000019073486,79.20999908447266,0.0297029696331165,11.289999961853027,1.2000000476837158,1.0399999618530271,5.93,15.78414249420166,64.0,4,К   ,SC2/ЭТ         ,МНЛС,цилиндрическая,26,5 сопловая          ,26,1636,0.055999999999999994,510023
224536.5625,717.7083740234375,6.8499999046325675,79.12000274658203,0.050000000745058,11.600000381469727,1.309999942779541,1.0599999427795408,10.11,15.813077926635742,63.0,4,К   ,25Г2С          ,Изл,цилиндрическая,27,5 сопловая          ,27,1620,0.054000000000000006,510024
223813.75,839.236083984375,0.0,67.34999847412111,0.1400000005960464,21.40999984741211,10.18000030517578,0.9200000166893004,7.91,15.747974395751953,64.0,4,К   ,SC2/ЭТ         ,МНЛС,цилиндрическая,29,5 сопловая          ,29,1665,0.111,510026
229935.578125,758.3333129882812,1.1200000047683716,75.81999969482422,0.0299999993294477,19.270000457763672,2.7799999713897705,0.9900000095367432,9.22,15.762442588806152,69.0,4,К   ,SC2/ЭТ         ,МНЛС,цилиндрическая,30,5 сопловая          ,30,1600,0.107,510027
222569.171875,839.236083984375,0.0,65.26000213623047,0.0900000035762786,26.18000030517578,7.570000171661378,0.8999999761581421,8.886278388278386,15.805845260620115,68.24322344322344,4,К   ,Ш2.3           ,МНЛЗ,цилиндрическая,31,5 сопловая          ,31,1610,0.71,510028
228319.140625,814.2361450195312,0.0,64.08999633789061,0.0700000002980232,26.21999931335449,8.670000076293945,0.9399999976158142,6.25,15.762442588806152,65.0,4,К   ,SC2/ЭТ         ,МНЛС,цилиндрическая,33,5 сопловая          ,33,1690,0.109,510030
221735.578125,821.1805419921875,0.0,53.2599983215332,0.1899999976158142,22.729999542236328,23.020000457763672,0.7900000214576721,3.86008032128514,15.776909828186035,69.14279339580544,4,К   ,SC2/ЭТ         ,МНЛС,цилиндрическая,34,5 сопловая          ,34,1584,0.087,510031
227099.25,699.3055419921875,6.019999980926514,77.52999877929688,0.1199999973177909,12.579999923706055,2.720000028610229,1.0299999713897705,10.395644383184012,15.769675254821776,72.22053756030323,4,К   ,25Г2С          ,Изл,цилиндрическая,35,5 сопловая          ,35,1684,0.045,510032
220164.078125,850.6943969726562,0.0,39.36999893188477,0.9700000286102296,20.040000915527344,38.97000122070313,0.6499999761581421,6.72,15.71180534362793,62.0,4,К   ,Ст3пс/Э        ,Изл,цилиндрическая,36,5 сопловая          ,36,1649,0.068,510033
227608.328125,784.7222290039062,0.0,71.7699966430664,0.1299999952316284,24.170000076293945,2.9600000381469727,0.9800000190734864,9.0,15.73350715637207,71.0,4,К   ,SC2/ЭТ         ,МНЛС,цилиндрическая,40,5 сопловая          ,40,1645,0.035,510037
240466.359375,840.9722290039062,0.0,63.84000015258789,0.3300000131130218,27.420000076293945,7.53000020980835,0.8799999952316284,8.97,15.530960083007812,65.0,4,К   ,Ст2пс          ,Изл,цилиндрическая,43,5 сопловая          ,43,1610,0.047,510040
